"Gene" "Type"
"AL390774.2" "lncRNA"
"AL390774.1" "processed_pseudogene"
"PIGFP2" "processed_pseudogene"
"LHX2" "protein_coding"
"AC006450.3" "lncRNA"
"AC006450.1" "lncRNA"
"AC006450.2" "lncRNA"
"NEK6" "protein_coding"
"AL162724.2" "lncRNA"
"AL162724.1" "lncRNA"
"PSMB7" "protein_coding"
"ADGRD2" "protein_coding"
"NR5A1" "protein_coding"
"AL354979.1" "lncRNA"
"NR6A1" "protein_coding"
"AL669818.1" "processed_pseudogene"
"RN7SL302P" "misc_RNA"
"MIR181A2HG" "lncRNA"
"MIR181A2" "miRNA"
"MIR181B2" "miRNA"
"AL354928.1" "lncRNA"
"OLFML2A" "protein_coding"
"WDR38" "protein_coding"
"RPL35" "protein_coding"
"ARPC5L" "protein_coding"
"GOLGA1" "protein_coding"
"RNU4-82P" "snRNA"
"SCAI" "protein_coding"
"FXNP2" "processed_pseudogene"
"PPP6C" "protein_coding"
"PRPS1P2" "processed_pseudogene"
"RPSAP76" "processed_pseudogene"
"RABEPK" "protein_coding"
"HSPA5" "protein_coding"
"AL354710.2" "lncRNA"
"GAPVD1" "protein_coding"
"AL354710.1" "processed_pseudogene"
"RNU6-1020P" "snRNA"
"AL627223.1" "processed_pseudogene"
"AL627223.2" "misc_RNA"
"AL359632.1" "lncRNA"
"MAPKAP1" "protein_coding"
"RN7SL30P" "misc_RNA"
"AL162584.1" "lncRNA"
"HNRNPA1P15" "processed_pseudogene"
"AL358074.1" "lncRNA"
"PBX3" "protein_coding"
"AL589923.1" "lncRNA"
"AL162391.2" "lncRNA"
"AL162391.1" "lncRNA"
"MVB12B" "protein_coding"
"NRON" "misc_RNA"
"AC006443.1" "snoRNA"
"AL356309.2" "lncRNA"
"AL356309.3" "TEC"
"AL356309.1" "lncRNA"
"AL161908.1" "lncRNA"
"LMX1B" "protein_coding"
"AL161908.2" "lncRNA"
"AL161731.1" "lncRNA"
"ZBTB43" "protein_coding"
"ZBTB34" "protein_coding"
"RALGPS1" "protein_coding"
"ANGPTL2" "protein_coding"
"AL450263.1" "lncRNA"
"GARNL3" "protein_coding"
"AL450263.2" "processed_pseudogene"
"AL445222.2" "lncRNA"
"SLC2A8" "protein_coding"
"ZNF79" "protein_coding"
"RPL12" "protein_coding"
"SNORA65" "snoRNA"
"LRSAM1" "protein_coding"
"AL445222.1" "misc_RNA"
"NIBAN2" "protein_coding"
"STXBP1" "protein_coding"
"AL162426.1" "lncRNA"
"PTRH1" "protein_coding"
"MIR3911" "miRNA"
"CFAP157" "protein_coding"
"TTC16" "protein_coding"
"TOR2A" "protein_coding"
"SH2D3C" "protein_coding"
"AL162586.2" "lncRNA"
"CDK9" "protein_coding"
"MIR3960" "miRNA"
"MIR2861" "miRNA"
"FPGS" "protein_coding"
"ENG" "protein_coding"
"AL162586.1" "lncRNA"
"AL157935.1" "misc_RNA"
"RNA5SP296" "rRNA_pseudogene"
"AK1" "protein_coding"
"AL157935.3" "protein_coding"
"MIR4672" "miRNA"
"ST6GALNAC6" "protein_coding"
"ST6GALNAC4" "protein_coding"
"PIP5KL1" "protein_coding"
"AL157935.2" "lncRNA"
"DPM2" "protein_coding"
"FAM102A" "protein_coding"
"AL360268.2" "lncRNA"
"NAIF1" "protein_coding"
"SLC25A25" "protein_coding"
"AL360268.1" "lncRNA"
"SLC25A25-AS1" "lncRNA"
"PTGES2" "protein_coding"
"AL590708.1" "lncRNA"
"LCN2" "protein_coding"
"C9orf16" "protein_coding"
"CIZ1" "protein_coding"
"DNM1" "protein_coding"
"MIR199B" "miRNA"
"MIR3154" "miRNA"
"GOLGA2" "protein_coding"
"SWI5" "protein_coding"
"TRUB2" "protein_coding"
"AL359091.3" "lncRNA"
"COQ4" "protein_coding"
"SLC27A4" "protein_coding"
"TMSB4XP4" "processed_pseudogene"
"URM1" "protein_coding"
"AL359091.1" "lncRNA"
"MIR219A2" "miRNA"
"MIR219B" "miRNA"
"CERCAM" "protein_coding"
"AL359091.4" "lncRNA"
"AL359091.2" "processed_pseudogene"
"ODF2" "protein_coding"
"ODF2-AS1" "lncRNA"
"GLE1" "protein_coding"
"AL356481.1" "lncRNA"
"RNU7-171P" "snRNA"
"SPTAN1" "protein_coding"
"AL356481.2" "lncRNA"
"AL356481.3" "lncRNA"
"WDR34" "protein_coding"
"VTI1BP4" "processed_pseudogene"
"HMGA1P4" "lncRNA"
"SET" "protein_coding"
"PKN3" "protein_coding"
"RN7SL560P" "misc_RNA"
"ZDHHC12" "protein_coding"
"AL441992.2" "lncRNA"
"ZER1" "protein_coding"
"AL441992.1" "misc_RNA"
"TBC1D13" "protein_coding"
"ENDOG" "protein_coding"
"SPOUT1" "protein_coding"
"AL441992.3" "protein_coding"
"KYAT1" "protein_coding"
"LRRC8A" "protein_coding"
"PHYHD1" "protein_coding"
"AL672142.1" "protein_coding"
"DOLK" "protein_coding"
"NUP188" "protein_coding"
"AL592211.1" "lncRNA"
"SH3GLB2" "protein_coding"
"MIGA2" "protein_coding"
"AL592211.2" "lncRNA"
"DOLPP1" "protein_coding"
"CRAT" "protein_coding"
"AL158151.2" "lncRNA"
"PTPA" "protein_coding"
"AL158151.4" "lncRNA"
"IER5L" "protein_coding"
"AL158151.3" "lncRNA"
"AL158151.1" "lncRNA"
"AL161785.2" "lncRNA"
"AL161785.3" "lncRNA"
"AL161785.1" "lncRNA"
"C9orf106" "lncRNA"
"AL353803.5" "lncRNA"
"LINC01503" "lncRNA"
"RN7SL159P" "misc_RNA"
"AL353803.3" "processed_pseudogene"
"AL353803.2" "lncRNA"
"AL353803.1" "lncRNA"
"LINC00963" "lncRNA"
"AL353803.4" "lncRNA"
"AL391056.2" "lncRNA"
"AL391056.1" "lncRNA"
"NTMT1" "protein_coding"
"C9orf50" "protein_coding"
"ASB6" "protein_coding"
"AL590369.1" "lncRNA"
"PRRX2" "protein_coding"
"PRRX2-AS1" "lncRNA"
"PTGES" "protein_coding"
"UBE2V1P4" "processed_pseudogene"
"TOR1B" "protein_coding"
"TOR1A" "protein_coding"
"C9orf78" "protein_coding"
"USP20" "protein_coding"
"MIR6855" "miRNA"
"AL158207.1" "processed_pseudogene"
"FNBP1" "protein_coding"
"AL158207.2" "lncRNA"
"AL136141.1" "lncRNA"
"GPR107" "protein_coding"
"AL392105.1" "misc_RNA"
"GPRACR" "lncRNA"
"NCS1" "protein_coding"
"HMCN2" "protein_coding"
"RN7SL665P" "misc_RNA"
"ASS1" "protein_coding"
"FUBP3" "protein_coding"
"MIR6856" "miRNA"
"AL359092.2" "processed_pseudogene"
"PRDM12" "protein_coding"
"EXOSC2" "protein_coding"
"ABL1" "protein_coding"
"AL359092.3" "protein_coding"
"AL359092.1" "processed_pseudogene"
"QRFP" "protein_coding"
"FIBCD1" "protein_coding"
"AL161733.1" "lncRNA"
"LAMC3" "protein_coding"
"AL583807.1" "snoRNA"
"AIF1L" "protein_coding"
"NUP214" "protein_coding"
"RNU6-881P" "snRNA"
"AL157938.2" "lncRNA"
"AL157938.3" "lncRNA"
"AL157938.1" "processed_pseudogene"
"FAM78A" "protein_coding"
"AL157938.4" "lncRNA"
"PLPP7" "protein_coding"
"AL354855.1" "unprocessed_pseudogene"
"PRRC2B" "protein_coding"
"SNORD62A" "snoRNA"
"SNORD62B" "snoRNA"
"AL358781.1" "lncRNA"
"POMT1" "protein_coding"
"AL358781.2" "lncRNA"
"UCK1" "protein_coding"
"PRRT1B" "protein_coding"
"RAPGEF1" "protein_coding"
"RN7SL328P" "misc_RNA"
"EIF4A1P3" "processed_pseudogene"
"AL160271.1" "snoRNA"
"AL160271.2" "lncRNA"
"MED27" "protein_coding"
"NTNG2" "protein_coding"
"SETX" "protein_coding"
"TTF1" "protein_coding"
"CFAP77" "protein_coding"
"RNU5D-2P" "snRNA"
"BARHL1" "protein_coding"
"DDX31" "protein_coding"
"GTF3C4" "protein_coding"
"AK8" "protein_coding"
"AL445645.1" "lncRNA"
"SPACA9" "protein_coding"
"TSC1" "protein_coding"
"GFI1B" "protein_coding"
"MIR548AW" "miRNA"
"AL593851.1" "processed_pseudogene"
"RNU7-21P" "snRNA"
"EEF1A1P5" "processed_pseudogene"
"GTF3C5" "protein_coding"
"MIR6877" "miRNA"
"CEL" "protein_coding"
"CELP" "transcribed_unprocessed_pseudogene"
"RALGDS" "protein_coding"
"AL162417.1" "protein_coding"
"GBGT1" "protein_coding"
"OBP2B" "protein_coding"
"LCN1P1" "unprocessed_pseudogene"
"ABO" "protein_coding"
"AL772161.2" "misc_RNA"
"LCN1P2" "unprocessed_pseudogene"
"SURF6" "protein_coding"
"AL772161.1" "misc_RNA"
"MED22" "protein_coding"
"AL772161.3" "processed_pseudogene"
"RPL7A" "protein_coding"
"SNORD24" "snoRNA"
"SNORD36B" "snoRNA"
"SNORD36A" "snoRNA"
"SNORD36C" "snoRNA"
"SURF1" "protein_coding"
"SURF2" "protein_coding"
"SURF4" "protein_coding"
"STKLD1" "protein_coding"
"REXO4" "protein_coding"
"ADAMTS13" "protein_coding"
"CACFD1" "protein_coding"
"SLC2A6" "protein_coding"
"MYMK" "protein_coding"
"ADAMTSL2" "protein_coding"
"FAM163B" "protein_coding"
"AC002101.1" "lncRNA"
"DBH" "protein_coding"
"DBH-AS1" "lncRNA"
"SARDH" "protein_coding"
"VAV2" "protein_coding"
"BRD3OS" "protein_coding"
"BRD3" "protein_coding"
"AL445931.1" "lncRNA"
"ARF4P1" "processed_pseudogene"
"BX649632.1" "lncRNA"
"WDR5" "protein_coding"
"RNU6ATAC" "snRNA"
"BX649601.1" "lncRNA"
"LINC02247" "lncRNA"
"AL354796.1" "TEC"
"RXRA" "protein_coding"
"MIR4669" "miRNA"
"AL669970.1" "lncRNA"
"AL669970.3" "lncRNA"
"AL669970.2" "lncRNA"
"COL5A1" "protein_coding"
"COL5A1-AS1" "lncRNA"
"AL645768.1" "lncRNA"
"MIR3689C" "miRNA"
"MIR3689A" "miRNA"
"MIR3689D1" "miRNA"
"MIR3689B" "miRNA"
"MIR3689D2" "miRNA"
"MIR3689E" "miRNA"
"MIR3689F" "miRNA"
"AL603650.1" "unprocessed_pseudogene"
"FCN2" "protein_coding"
"FCN1" "protein_coding"
"AL353611.1" "lncRNA"
"AL353611.2" "TEC"
"OLFM1" "protein_coding"
"AL390778.1" "lncRNA"
"AL390778.2" "lncRNA"
"C9orf62" "lncRNA"
"AL353615.1" "lncRNA"
"SOCS5P2" "processed_pseudogene"
"PPP1R26-AS1" "lncRNA"
"PPP1R26" "protein_coding"
"C9orf116" "protein_coding"
"MRPS2" "protein_coding"
"AL161452.1" "lncRNA"
"LCN1" "protein_coding"
"OBP2A" "protein_coding"
"PAEP" "protein_coding"
"LINC01502" "lncRNA"
"PAEPP1" "transcribed_unprocessed_pseudogene"
"AL354761.1" "protein_coding"
"GLT6D1" "protein_coding"
"LCN9" "protein_coding"
"SOHLH1" "protein_coding"
"KCNT1" "protein_coding"
"CAMSAP1" "protein_coding"
"AL355574.1" "lncRNA"
"UBAC1" "protein_coding"
"NACC2" "protein_coding"
"LINC02846" "lncRNA"
"TMEM250" "protein_coding"
"AL138781.1" "lncRNA"
"LHX3" "protein_coding"
"QSOX2" "protein_coding"
"CCDC187" "protein_coding"
"CR392000.1" "TEC"
"CR392000.2" "lncRNA"
"AC174065.1" "lncRNA"
"GPSM1" "protein_coding"
"DNLZ" "protein_coding"
"CARD9" "protein_coding"
"SNAPC4" "protein_coding"
"ENTR1" "protein_coding"
"PMPCA" "protein_coding"
"INPP5E" "protein_coding"
"SEC16A" "protein_coding"
"C9orf163" "lncRNA"
"NOTCH1" "protein_coding"
"MIR4673" "miRNA"
"AL592301.1" "lncRNA"
"MIR4674" "miRNA"
"NALT1" "lncRNA"
"AL590226.2" "lncRNA"
"AL590226.1" "lncRNA"
"EGFL7" "protein_coding"
"MIR126" "miRNA"
"AGPAT2" "protein_coding"
"DIPK1B" "protein_coding"
"SNHG7" "lncRNA"
"SNORA17B" "snoRNA"
"SNORA17B" "snoRNA"
"SNORA17A" "snoRNA"
"AL355987.6" "snoRNA"
"AL355987.5" "unprocessed_pseudogene"
"LCN10" "protein_coding"
"AL355987.1" "protein_coding"
"LCN6" "protein_coding"
"MIR6722" "miRNA"
"LCN8" "protein_coding"
"LCN15" "protein_coding"
"ATP6V1G1P3" "processed_pseudogene"
"TMEM141" "protein_coding"
"AL355987.3" "protein_coding"
"CCDC183" "protein_coding"
"AL355987.4" "lncRNA"
"AL355987.2" "lncRNA"
"CCDC183-AS1" "lncRNA"
"RABL6" "protein_coding"
"NCLP1" "processed_pseudogene"
"MIR4292" "miRNA"
"AJM1" "protein_coding"
"PHPT1" "protein_coding"
"MAMDC4" "protein_coding"
"EDF1" "protein_coding"
"TRAF2" "protein_coding"
"MIR4479" "miRNA"
"AL807752.1" "processed_pseudogene"
"AL807752.5" "lncRNA"
"FBXW5" "protein_coding"
"C8G" "protein_coding"
"LCN12" "protein_coding"
"LINC02692" "lncRNA"
"PTGDS" "protein_coding"
"AL807752.7" "protein_coding"
"LCNL1" "protein_coding"
"PAXX" "protein_coding"
"CLIC3" "protein_coding"
"ABCA2" "protein_coding"
"C9orf139" "lncRNA"
"FUT7" "protein_coding"
"AL807752.6" "protein_coding"
"NPDC1" "protein_coding"
"ENTPD2" "protein_coding"
"AL807752.4" "lncRNA"
"AL807752.2" "lncRNA"
"SAPCD2" "protein_coding"
"AL807752.3" "lncRNA"
"UAP1L1" "protein_coding"
"MAN1B1-DT" "lncRNA"
"MAN1B1" "protein_coding"
"AL929554.1" "snoRNA"
"DPP7" "protein_coding"
"GRIN1" "protein_coding"
"LRRC26" "protein_coding"
"AL929554.2" "protein_coding"
"MIR3621" "miRNA"
"TMEM210" "protein_coding"
"ANAPC2" "protein_coding"
"SSNA1" "protein_coding"
"TPRN" "protein_coding"
"TMEM203" "protein_coding"
"NDOR1" "protein_coding"
"BX255925.3" "protein_coding"
"RNF208" "protein_coding"
"CYSRT1" "protein_coding"
"RNF224" "protein_coding"
"SLC34A3" "protein_coding"
"TUBB4B" "protein_coding"
"FAM166A" "protein_coding"
"STPG3-AS1" "lncRNA"
"STPG3" "protein_coding"
"NELFB" "protein_coding"
"TOR4A" "protein_coding"
"BX255925.2" "processed_pseudogene"
"BX255925.1" "lncRNA"
"BX255925.4" "lncRNA"
"NRARP" "protein_coding"
"EXD3" "protein_coding"
"NOXA1" "protein_coding"
"ENTPD8" "protein_coding"
"NSMF" "protein_coding"
"MIR7114" "miRNA"
"PNPLA7" "protein_coding"
"MRPL41" "protein_coding"
"DPH7" "protein_coding"
"ZMYND19" "protein_coding"
"ARRDC1" "protein_coding"
"AL590627.3" "lncRNA"
"ARRDC1-AS1" "lncRNA"
"EHMT1" "protein_coding"
"AL590627.2" "misc_RNA"
"SETP5" "processed_pseudogene"
"AL590627.1" "transcribed_processed_pseudogene"
"MIR602" "miRNA"
"AL772363.1" "lncRNA"
"CACNA1B" "protein_coding"
"AL591424.2" "unprocessed_pseudogene"
"AL591424.1" "unprocessed_pseudogene"
"TUBBP5" "transcribed_unprocessed_pseudogene"
"AL591424.3" "unprocessed_pseudogene"
"AL954642.1" "lncRNA"
"FAM157B" "transcribed_unprocessed_pseudogene"
"RNU6-785P" "snRNA"
"FO082796.1" "unprocessed_pseudogene"
"FO082796.2" "unprocessed_pseudogene"
"WBP1LP10" "unprocessed_pseudogene"
"OR4F2P" "unprocessed_pseudogene"
"AC069287.1" "lncRNA"
"CICP23" "processed_pseudogene"
"LINC01001" "lncRNA"
"AC069287.3" "lncRNA"
"RNU6-447P" "snRNA"
"BET1L" "protein_coding"
"SCGB1C1" "protein_coding"
"ODF3" "protein_coding"
"AC069287.2" "lncRNA"
"RIC8A" "protein_coding"
"MIR6743" "miRNA"
"SIRT3" "protein_coding"
"PSMD13" "protein_coding"
"AC136475.10" "processed_pseudogene"
"NLRP6" "protein_coding"
"AC136475.3" "lncRNA"
"PGGHG" "protein_coding"
"IFITM5" "protein_coding"
"AC136475.6" "processed_pseudogene"
"IFITM2" "protein_coding"
"AC136475.2" "lncRNA"
"IFITM1" "protein_coding"
"AC136475.1" "lncRNA"
"IFITM3" "protein_coding"
"AC136475.4" "lncRNA"
"AC136475.8" "lncRNA"
"AC136475.7" "lncRNA"
"AC136475.5" "lncRNA"
"AC136475.9" "lncRNA"
"B4GALNT4" "protein_coding"
"PKP3" "protein_coding"
"SIGIRR" "protein_coding"
"ANO9" "protein_coding"
"RN7SL838P" "misc_RNA"
"PTDSS2" "protein_coding"
"AC138230.1" "lncRNA"
"RNH1" "protein_coding"
"AC137894.3" "lncRNA"
"AC137894.1" "lncRNA"
"HRAS" "protein_coding"
"LRRC56" "protein_coding"
"LMNTD2" "protein_coding"
"LMNTD2-AS1" "lncRNA"
"RASSF7" "protein_coding"
"MIR210HG" "lncRNA"
"MIR210" "miRNA"
"PHRF1" "protein_coding"
"IRF7" "protein_coding"
"CDHR5" "protein_coding"
"SCT" "protein_coding"
"DRD4" "protein_coding"
"DEAF1" "protein_coding"
"AC131934.1" "lncRNA"
"EPS8L2" "protein_coding"
"TMEM80" "protein_coding"
"AP006621.4" "lncRNA"
"TALDO1" "protein_coding"
"GATD1" "protein_coding"
"AP006621.3" "lncRNA"
"AP006621.5" "TEC"
"AP006621.2" "lncRNA"
"CEND1" "protein_coding"
"SLC25A22" "protein_coding"
"PANO1" "protein_coding"
"PIDD1" "protein_coding"
"RPLP2" "protein_coding"
"SNORA52" "snoRNA"
"PNPLA2" "protein_coding"
"AP006621.1" "lncRNA"
"CRACR2B" "protein_coding"
"CD151" "protein_coding"
"POLR2L" "protein_coding"
"TSPAN4" "protein_coding"
"AP006623.1" "lncRNA"
"CHID1" "protein_coding"
"AP2A2" "protein_coding"
"RNU6-1025P" "snRNA"
"MUC6" "protein_coding"
"LINC02688" "lncRNA"
"MUC2" "protein_coding"
"MUC5AC" "protein_coding"
"AC061979.1" "lncRNA"
"MUC5B" "protein_coding"
"MUC5B-AS1" "lncRNA"
"MIR6744" "miRNA"
"TOLLIP" "protein_coding"
"TOLLIP-AS1" "lncRNA"
"AC136297.1" "lncRNA"
"LINC02689" "lncRNA"
"BRSK2" "protein_coding"
"AC091196.1" "lncRNA"
"MOB2" "protein_coding"
"DUSP8" "protein_coding"
"KRTAP5-AS1" "lncRNA"
"KRTAP5-1" "protein_coding"
"KRTAP5-2" "protein_coding"
"KRTAP5-3" "protein_coding"
"KRTAP5-4" "protein_coding"
"KRTAP5-5" "protein_coding"
"AP006285.1" "lncRNA"
"FAM99A" "lncRNA"
"FAM99B" "lncRNA"
"LINC02708" "lncRNA"
"KRTAP5-6" "protein_coding"
"IFITM10" "protein_coding"
"AC068580.4" "protein_coding"
"CTSD" "protein_coding"
"AC068580.3" "lncRNA"
"AC068580.1" "lncRNA"
"AC068580.5" "lncRNA"
"AC068580.2" "lncRNA"
"RPL36AP39" "processed_pseudogene"
"AC139143.1" "processed_pseudogene"
"SYT8" "protein_coding"
"TNNI2" "protein_coding"
"LSP1" "protein_coding"
"MIR4298" "miRNA"
"AC051649.1" "lncRNA"
"MIR7847" "miRNA"
"PRR33" "protein_coding"
"LINC01150" "lncRNA"
"TNNT3" "protein_coding"
"MRPL23" "protein_coding"
"MRPL23-AS1" "lncRNA"
"LINC01219" "lncRNA"
"H19" "lncRNA"
"AC051649.3" "misc_RNA"
"MIR675" "miRNA"
"AC051649.2" "misc_RNA"
"AC132217.2" "protein_coding"
"IGF2" "protein_coding"
"AC132217.1" "lncRNA"
"INS-IGF2" "protein_coding"
"MIR483" "miRNA"
"IGF2-AS" "lncRNA"
"INS" "protein_coding"
"TH" "protein_coding"
"MIR4686" "miRNA"
"ASCL2" "protein_coding"
"C11orf21" "protein_coding"
"TSPAN32" "protein_coding"
"RNU6-878P" "snRNA"
"CD81-AS1" "lncRNA"
"RPL26P30" "transcribed_processed_pseudogene"
"AC129929.1" "misc_RNA"
"CD81" "protein_coding"
"TSSC4" "protein_coding"
"TRPM5" "protein_coding"
"AC124057.1" "lncRNA"
"KCNQ1" "protein_coding"
"KCNQ1OT1" "lncRNA"
"AC021424.1" "misc_RNA"
"AC021424.3" "misc_RNA"
"AC021424.4" "misc_RNA"
"AC021424.2" "misc_RNA"
"COX6CP18" "processed_pseudogene"
"KCNQ1-AS1" "lncRNA"
"KCNQ1DN" "lncRNA"
"AC013791.1" "misc_RNA"
"CDKN1C" "protein_coding"
"SLC22A18AS" "protein_coding"
"SLC22A18" "protein_coding"
"PHLDA2" "protein_coding"
"NAP1L4" "protein_coding"
"SNORA54" "snoRNA"
"AC131971.1" "lncRNA"
"CARS1" "protein_coding"
"CARS-AS1" "lncRNA"
"RNU1-91P" "snRNA"
"AC108448.3" "lncRNA"
"AC108448.2" "processed_pseudogene"
"OSBPL5" "protein_coding"
"AC108448.1" "lncRNA"
"MRGPRG" "protein_coding"
"MRGPRG-AS1" "lncRNA"
"MRGPRE" "protein_coding"
"AC109309.1" "lncRNA"
"NDUFA5P8" "processed_pseudogene"
"AC109309.2" "processed_pseudogene"
"NDUFA5P1" "processed_pseudogene"
"AC123788.2" "processed_pseudogene"
"AC123788.1" "lncRNA"
"ZNF195" "protein_coding"
"TSSC2" "transcribed_unprocessed_pseudogene"
"OR7E12P" "unprocessed_pseudogene"
"FAM86GP" "unprocessed_pseudogene"
"AC127526.3" "transcribed_unprocessed_pseudogene"
"AC127526.1" "lncRNA"
"AC127526.5" "lncRNA"
"AC127526.2" "lncRNA"
"AC127526.4" "lncRNA"
"SNRPCP5" "processed_pseudogene"
"RPS3AP39" "processed_pseudogene"
"RPS24P14" "processed_pseudogene"
"AP006294.2" "transcribed_unprocessed_pseudogene"
"AP006294.1" "processed_pseudogene"
"OR7E117P" "unprocessed_pseudogene"
"TRPC2" "transcribed_unprocessed_pseudogene"
"ART5" "protein_coding"
"ART1" "protein_coding"
"AC060812.2" "misc_RNA"
"AC060812.1" "misc_RNA"
"CHRNA10" "protein_coding"
"NUP98" "protein_coding"
"RNU6-1143P" "snRNA"
"RNU7-50P" "snRNA"
"PGAP2" "protein_coding"
"RHOG" "protein_coding"
"AC090587.1" "lncRNA"
"STIM1" "protein_coding"
"AC090587.2" "lncRNA"
"MIR4687" "miRNA"
"PPIAP40" "processed_pseudogene"
"AC087441.1" "snoRNA"
"AC087441.3" "processed_pseudogene"
"HNRNPA1P76" "processed_pseudogene"
"AC087441.2" "processed_pseudogene"
"RPS29P20" "processed_pseudogene"
"RRM1" "protein_coding"
"RRM1-AS1" "lncRNA"
"OR55B1P" "transcribed_unitary_pseudogene"
"LINC02749" "lncRNA"
"AC015689.1" "processed_pseudogene"
"SSU72P5" "protein_coding"
"SSU72P2" "protein_coding"
"SSU72P6" "processed_pseudogene"
"SSU72P4" "protein_coding"
"SSU72P3" "protein_coding"
"SSU72P7" "protein_coding"
"OR52B4" "protein_coding"
"OR52B3P" "unitary_pseudogene"
"TRIM21" "protein_coding"
"OR52K3P" "transcribed_unprocessed_pseudogene"
"OR51R1P" "unitary_pseudogene"
"OR52P2P" "unitary_pseudogene"
"OR52K2" "protein_coding"
"OR52K1" "protein_coding"
"OR52M2P" "unprocessed_pseudogene"
"OR52M1" "protein_coding"
"C11orf40" "lncRNA"
"OR52I2" "protein_coding"
"OR52I1" "protein_coding"
"TRIM68" "protein_coding"
"OR51D1" "protein_coding"
"OR51E1" "protein_coding"
"OR51A9P" "unitary_pseudogene"
"OR51E2" "protein_coding"
"OR51C1P" "protein_coding"
"MMP26" "protein_coding"
"OR51F5P" "transcribed_unprocessed_pseudogene"
"OR51C4P" "unprocessed_pseudogene"
"KRT8P49" "processed_pseudogene"
"OR51F3P" "unprocessed_pseudogene"
"OR51F4P" "unprocessed_pseudogene"
"AC103710.1" "snoRNA"
"OR51F1" "protein_coding"
"OR51N1P" "unprocessed_pseudogene"
"OR52Y1P" "unprocessed_pseudogene"
"OR52R1" "protein_coding"
"OR51F2" "protein_coding"
"OR51A8P" "transcribed_unprocessed_pseudogene"
"OR51S1" "protein_coding"
"OR51H1" "transcribed_unprocessed_pseudogene"
"OR51H2P" "transcribed_unprocessed_pseudogene"
"OR51T1" "protein_coding"
"OR51A6P" "unprocessed_pseudogene"
"OR51A7" "protein_coding"
"OR51G2" "protein_coding"
"OR51G1" "protein_coding"
"OR51A3P" "unprocessed_pseudogene"
"OR51A4" "protein_coding"
"OR51A2" "protein_coding"
"OR51A5P" "unprocessed_pseudogene"
"OR51L1" "protein_coding"
"OR51P1P" "unprocessed_pseudogene"
"OR52J2P" "unprocessed_pseudogene"
"OR52J3" "protein_coding"
"OR52E2" "protein_coding"
"OR52E1" "polymorphic_pseudogene"
"OR52S1P" "unprocessed_pseudogene"
"OR52E3P" "unprocessed_pseudogene"
"OR52J1P" "unprocessed_pseudogene"
"AC113331.1" "lncRNA"
"OR52A4P" "transcribed_unprocessed_pseudogene"
"OR52A5" "protein_coding"
"OR52A1" "protein_coding"
"OR51A1P" "unprocessed_pseudogene"
"OR52Z1" "unprocessed_pseudogene"
"OR51V1" "protein_coding"
"AC104389.2" "lncRNA"
"AC104389.7" "TEC"
"AC104389.1" "ribozyme"
"HBB" "protein_coding"
"HBD" "protein_coding"
"HBBP1" "transcribed_unprocessed_pseudogene"
"BGLT3" "lncRNA"
"HBG1" "protein_coding"
"AC104389.6" "protein_coding"
"HBG2" "protein_coding"
"AC104389.5" "protein_coding"
"HBE1" "protein_coding"
"OR51AB1P" "unprocessed_pseudogene"
"OR51B4" "protein_coding"
"OR51B5" "protein_coding"
"OR51B3P" "unprocessed_pseudogene"
"OR51B2" "protein_coding"
"OR51B8P" "unprocessed_pseudogene"
"OR51B6" "protein_coding"
"AC104389.3" "processed_pseudogene"
"AC104389.4" "processed_pseudogene"
"OR51M1" "protein_coding"
"OR51J1" "unprocessed_pseudogene"
"OR51Q1" "protein_coding"
"OR51K1P" "unprocessed_pseudogene"
"OR51I1" "protein_coding"
"OR51I2" "protein_coding"
"OR51A10P" "unitary_pseudogene"
"OR52D1" "protein_coding"
"UBQLN3" "protein_coding"
"UBQLNL" "protein_coding"
"OLFM5P" "unitary_pseudogene"
"OR52V1P" "unprocessed_pseudogene"
"OR52H1" "protein_coding"
"OR52H2P" "unitary_pseudogene"
"OR52B5P" "transcribed_unprocessed_pseudogene"
"OR52T1P" "unprocessed_pseudogene"
"HNRNPA1P53" "processed_pseudogene"
"OR52B6" "protein_coding"
"TRIM6" "protein_coding"
"TRIM6-TRIM34" "protein_coding"
"TRIM34" "protein_coding"
"TRIM5" "protein_coding"
"TRIM22" "protein_coding"
"OR52U1P" "unprocessed_pseudogene"
"OR52P1P" "unprocessed_pseudogene"
"OR56B1" "protein_coding"
"OR52N4" "protein_coding"
"OR56B2P" "transcribed_unprocessed_pseudogene"
"OR52N5" "protein_coding"
"OR52N1" "protein_coding"
"OR52N3P" "unprocessed_pseudogene"
"OR52N2" "protein_coding"
"OR52E6" "protein_coding"
"OR52E8" "protein_coding"
"OR52E7P" "unprocessed_pseudogene"
"OR52E4" "protein_coding"
"OR52E5" "protein_coding"
"OR52Q1P" "unprocessed_pseudogene"
"OR56A3" "protein_coding"
"OR56A5" "protein_coding"
"OR52L1" "protein_coding"
"KRT18P58" "processed_pseudogene"
"OR56A4" "protein_coding"
"RNA5SP329" "rRNA_pseudogene"
"OR56A1" "protein_coding"
"OR56A7P" "unprocessed_pseudogene"
"OR52L2P" "unprocessed_pseudogene"
"OR52X1P" "unitary_pseudogene"
"OR56B4" "protein_coding"
"AC022762.1" "lncRNA"
"OR56B3P" "unprocessed_pseudogene"
"OR52B1P" "unprocessed_pseudogene"
"OR52B2" "protein_coding"
"OR52W1" "protein_coding"
"AC022762.2" "lncRNA"
